Hour,Actual_Demand,Actual_Wind_CF,Scenario1_Demand,Scenario1_Wind,Scenario2_Demand,Scenario2_Wind,Scenario3_Demand,Scenario3_Wind
16,881.5147753417134,0.22254651859744243,828.9981691590577,0.18069117611370228,869.0352425713927,0.20560096406689546,955.6634925324842,0.2463751088573612
17,901.549202054025,0.278183148246803,802.0806874239017,0.22781130511849873,938.5141072233674,0.30965028079257556,993.4579195522527,0.3253807231739662
18,921.5836287663367,0.44509303719488486,827.5602847362335,0.3829923566083165,988.640771536689,0.3799681092439741,1037.6618818362426,0.4763586272975735
19,951.6352688348043,0.6676395557923273,810.5320019927009,0.63196495381147,911.5665200603763,0.6334726029701438,989.1621353434714,0.7855199774165421
20,901.549202054025,0.7789128150910484,870.4916143956483,0.6935576327469781,904.4682454791731,0.9651989042460863,912.2356735926306,0.8437519417165794
21,851.4631352732459,0.834549444740409,817.3177465653957,0.6067934977254589,826.4791033866962,0.8424377242712037,1002.2005559456065,0.833217695752013
22,781.3426417801551,0.8901860743897697,760.2493757568085,0.7533287755577066,768.5679237072491,0.875653924922239,904.1799605480982,1.0
23,721.23936164322,0.9458227040391303,623.2973169356528,0.7132421639754076,778.6904533539717,0.8784242858030376,781.3885828977276,1.0
24,661.136081506285,0.8901860743897697,626.5866068824705,0.7903577953616043,715.540828248064,0.8129587195189737,683.2771029064985,1.0
25,602.0652966973647,0.9519769318981837,534.1113651209411,0.6977464168891115,599.2418928703613,0.8632613733200514,667.3839162569635,0.9839797647500866
26,581.9964534741192,1.0,550.8809544585847,0.9026993988868204,561.7880044896738,0.9361191479901594,611.331201271126,1.0
27,561.9276102508737,1.0,503.11878650350087,0.8655249664317772,590.4028757692902,0.8755032360764051,621.0444215354735,1.0
28,551.893188639251,1.0,488.967953859471,0.7657202344851362,577.5001904198404,0.9371994863060741,589.3157252260938,1.0
29,561.9276102508737,0.9519769318981837,500.03391096010694,0.7819032594710161,581.7718518100612,0.9621598435423422,617.7843664791002,1.0
30,581.9964534741192,0.8329798154109107,517.0526134781029,0.7959750259635441,630.8033716655312,0.698856745820832,610.8421616731373,1.0
31,622.1341399206102,0.7139826989236377,524.2199103203851,0.5098709244976206,606.6743281806192,0.7360336257423896,685.442397509844,0.7793711103372108
32,682.3406695903467,0.47598846594909183,576.5046246297293,0.37967126091911757,656.9560905128645,0.524154392315263,760.3995850542113,0.6047413576542914
33,722.4783560368377,0.3569913494618189,645.9726193872282,0.29403895428443916,765.185088265266,0.4011109420150456,816.5285447143016,0.3552801813979492
34,762.6160424833287,0.2974927912181824,739.074036521566,0.23774542390538833,772.9731481880862,0.24778063327730437,838.6276858990226,0.3083063138650269
35,802.7537289298197,0.23799423297454592,679.0720667834719,0.2461311190890698,725.191394371164,0.2540215331588102,828.2223150218999,0.2351724978463146
36,822.8225721530652,0.17849567473090944,721.4976011914248,0.1487708677361562,894.3481239663704,0.17515520287755793,958.8426027411748,0.22821179334708774
37,852.9258369879334,0.11899711648727296,798.3481439230482,0.09897473072865443,825.2732090606191,0.12282400963067834,892.0134747822964,0.13128064200599723
38,862.9602585995561,0.11899711648727296,752.4276394294535,0.08373971439228205,871.8770602524758,0.13122589369447427,1020.6451975700692,0.14608742766581037
39,872.9946802111789,0.17849567473090944,778.5633351453786,0.12433047540213706,884.4079414288988,0.19956116887366226,956.9298649351268,0.21170855425298601
40,883.0291018228016,0.23799423297454592,689.2027081223895,0.24445525082337502,842.5590578675565,0.2408182672416202,931.9721655154855,0.2566163595712807
41,903.0979450460471,0.2974927912181824,846.5584755860125,0.2146265182260498,914.2961078621636,0.2512313500897134,983.6103663755114,0.3493284232346575
42,923.1667882692926,0.47598846594909183,862.7470306455605,0.43394651905975956,852.4548215689088,0.5761568978357209,1012.0653108012775,0.5242575091006139
43,953.2700531041609,0.7139826989236377,842.9037722251285,0.661098362539377,967.7148740828143,0.7557019431026644,1031.4844843523097,0.9368558349702685
44,903.0979450460471,0.8329798154109107,789.1803231805762,0.653167598850248,959.1314153955296,0.7889379706922343,979.1924699342771,0.9125900862773825
45,852.9258369879334,0.8924783736545472,739.034336648808,0.5776435242019773,845.7609988470438,0.9565246562791813,931.3391002866895,0.9657960534554565
46,782.6848857065742,0.9519769318981837,683.1051352584135,0.8302013053246292,775.1324846368725,0.885984003616547,896.2779376888813,1.0
47,722.4783560368377,1.0,671.9300991320313,0.8504286509104495,769.3485016364511,0.9701635930920263,794.0352540504891,1.0
48,662.2718263671012,0.9519769318981837,630.0281521301755,0.7028841675273179,639.8002943484423,0.8631002290155643,694.6915356407075,1.0
49,603.0971800333951,0.7788427965176187,533.6996297195035,0.6797422454619291,538.7983158086591,0.7595402099100014,659.3937110290726,0.8554617868166976
50,582.9939406989487,0.8275204712999698,590.495647062065,0.7447937993552436,578.2443151853948,1.0,700.5468110888065,0.9263711330519966
51,562.8907013645022,0.876198146082321,487.72893067883257,0.807309439712744,525.4757184993407,0.6776369095810446,623.6410221410428,1.0
52,552.8390816972789,0.8275204712999698,532.2223363511005,0.6822105863168543,536.2766852380666,0.68434005923298,603.4357466884029,0.9780061722909523
53,562.8907013645022,0.7788427965176187,541.8929823809902,0.6814356467442286,547.7446504649756,0.8578450948701963,645.9459949015887,0.922653774199654
54,582.9939406989487,0.6814874469529163,522.9250347988842,0.6431709262794687,570.0796181379804,0.8081972699967075,668.5270066771009,0.8358924105737481
55,623.2004193678416,0.5841320973882139,517.9645395932195,0.34505384790437366,680.831175113487,0.5571023195230286,712.3486140287529,0.624897555251988
56,683.5101373711811,0.38942139825880934,598.3438997848068,0.39593809422255594,621.5811542677685,0.3400222967917893,756.9040055493766,0.42376713373374714
57,723.7166160400742,0.29206604869410696,712.0216145845858,0.2645817774025992,720.0925628329173,0.32173514030208683,747.049035662617,0.30717918066023275
58,763.9230947089673,0.24338837391175583,648.6134411962267,0.22050949703839304,811.5902653322655,0.2598947908774478,919.9656521549209,0.28336296690730145
59,804.1295733778602,0.19471069912940467,687.2152953929133,0.17526748419175164,780.397709943893,0.1933173230917098,933.4187506218885,0.19203996223491573
60,824.2328127123067,0.14603302434705348,708.5612137927808,0.11960361035153527,851.6386872790207,0.12881837121711395,904.3961938825053,0.17413513241553677
61,854.3876717139765,0.09735534956470233,750.8120107161899,0.07389867175622858,892.558557879804,0.07594158982230181,943.7546164189754,0.08808563575001768
62,864.4392913811997,0.09735534956470233,746.1425092457358,0.08480624242376301,895.3204234208271,0.1107191977846911,957.9099951124109,0.11114632539950275
63,874.490911048423,0.14603302434705348,862.541283148766,0.12107728334256647,814.0643127374044,0.1636726552577224,918.6706018268915,0.16525016028461165
64,884.5425307156462,0.19471069912940467,760.9804508400358,0.15055182744877185,897.4539469225006,0.1651402196262547,971.2415981023333,0.2212768583856679
65,904.6457700500928,0.24338837391175583,750.7014650246367,0.17683649994189457,960.7304789831243,0.28279612034678203,1088.7088185374685,0.2675593068112927
66,924.7490093845392,0.38942139825880934,862.5531794130377,0.35689915943502726,936.9697356411456,0.40106618878766825,1107.4146912005785,0.4272161055032769
67,954.903868386209,0.5841320973882139,849.0017452000534,0.4073988546599125,940.8325542662742,0.5789830636598889,1047.442564522535,0.6391881179273098
68,904.6457700500928,0.6814874469529163,824.3244330070341,0.4741147670226831,900.4957672394629,0.4467866699485416,960.8704930905436,0.7667468602418256
69,854.3876717139765,0.7301651217352675,745.3381843380981,0.5894645224829842,870.9789716614446,0.7938373672058561,883.2012483497,0.9092790163184223
70,784.0263340434137,0.7788427965176187,710.9230374152588,0.6311869965835538,741.0435067313969,0.8587531901787406,919.7984244870803,1.0
71,723.7166160400742,0.8275204712999698,685.2650036526812,0.7405458525525378,733.8159774803768,0.8041481315374819,820.7742608300516,0.8576739291815634
72,663.4068980367347,0.7788427965176187,574.6597959980795,0.7785640671764932,738.0697361716861,0.7823508831924106,716.8493090567312,0.8999442619412505
73,604.1281456081391,0.5011572034823815,547.0370864326036,0.4713047902385834,624.0386164216625,0.4938738484963221,670.0650869273462,0.5925791016321946
74,583.9905407545345,0.5324795287000302,530.6084302699489,0.500044878233489,576.5237700732039,0.5770634594064391,680.2091231071314,0.695379200844485
75,563.8529359009299,0.5638018539176791,552.4000754699365,0.48997356215301247,537.6365461455969,0.5994876001888152,626.7093311581154,0.5765802406784521
76,553.7841334741275,0.5324795287000302,469.9020360737882,0.4439262083016768,529.3986722385904,0.5922559871162179,645.7373192031827,0.5251840112507931
77,563.8529359009299,0.5011572034823815,517.2391160644045,0.40663312617354774,549.8957493394926,0.5166950193890872,597.9940729239581,0.523991069580693
78,583.9905407545345,0.4385125530470837,493.5551285698042,0.3779377361995534,548.5590080919234,0.4718899480342869,616.8009498783535,0.45870269950299863
79,624.2657504617438,0.37586790261178604,501.1468012148543,0.35120643183983535,656.8390673666814,0.3067343054693309,703.2507106927361,0.4461802350825742
80,684.6785650225577,0.25057860174119073,611.5423782536942,0.2205592133160175,689.1850060285035,0.2589734357352761,718.9419293848792,0.31820040940927263
81,724.953774729767,0.18793395130589302,664.7195915911782,0.1502578632549556,763.5838102290044,0.19268340365208536,818.8172059515939,0.21435040378031364
82,765.2289844369762,0.1566116260882442,659.2206476824333,0.10259600675019684,791.5707434711617,0.15775140414254943,861.4710202879727,0.18697531601876463
83,805.5041941441855,0.12528930087059537,660.979073660454,0.10459845063733646,882.5368527127995,0.13784417160074253,939.2960466950428,0.15568707680675972
84,825.6417989977901,0.09396697565294651,774.5575187906992,0.08977688060683923,903.7092569898241,0.09732342204723167,791.7734755173581,0.0965743112885237
85,855.8482062781972,0.06264465043529768,714.739034030337,0.0592102267144846,868.9999418020703,0.056603206202914404,883.8750477189383,0.06740835077226424
86,865.9170087049995,0.06264465043529768,798.3106682845699,0.04607232032950212,866.3045642507739,0.06423232521938362,957.4821491129827,0.06746195598084986
87,875.9858111318017,0.09396697565294651,829.4908716106052,0.08761492406548047,853.8378826956086,0.11430625911869417,1025.8872928359744,0.11842270364446401
88,886.054613558604,0.12528930087059537,783.816455107791,0.10438708934014278,969.4529858966276,0.143934173342823,1041.296654087929,0.1451881995119414
89,906.1922184122087,0.1566116260882442,767.9782621952304,0.11608879956528499,918.5188864589413,0.1482999651796986,957.0318859924045,0.15617829374090172
90,926.3298232658134,0.25057860174119073,686.8598371235552,0.19309210962490223,999.478708286092,0.23293015136568598,1116.1047540711295,0.2525819961241091
91,956.5362305462203,0.37586790261178604,916.0735531866321,0.3072656997338111,1014.0090034229177,0.41555316306275686,1054.244728140404,0.48946968141378827
92,906.1922184122087,0.4385125530470837,805.0870813067692,0.40663073604669286,895.9534090936314,0.5059410652823039,967.3647986356116,0.5122160794055075
93,855.8482062781972,0.4698348782647326,716.2106007376859,0.4163942852218064,863.0679114957591,0.4401666641351765,872.0603592188995,0.5649876376951544
94,785.3665892905809,0.5011572034823815,706.5661077187314,0.3858481829032014,836.2278514984328,0.6060263794179566,835.0342581794091,0.5019477932580259
95,724.953774729767,0.5324795287000302,688.2881185102816,0.413668345936109,690.3349313042901,0.4665960241814447,759.2036642230432,0.5403841180161141
96,664.540960168953,0.5011572034823815,592.6456726326066,0.4077901097218499,637.6919113864489,0.516006967743334,792.6193122329277,0.5598756157117822
97,605.1578879242468,0.3280230681018165,530.0894580075812,0.29441545597410673,548.3552221415987,0.2599090466944676,604.9263893431669,0.3987097333821457
98,584.9859583267719,0.34852450985817995,573.8350370346249,0.2521194304499674,548.7527091981727,0.3149834046946222,604.0328960782526,0.3926504186459218
99,564.814028729297,0.3690259516145435,480.5535064967719,0.35139144992569926,568.9713724713034,0.36871160655107454,632.0350571523934,0.46169927182499537
100,554.7280639305595,0.34852450985817995,531.6004077041798,0.2728703408013075,563.0038173572531,0.3292123321017523,579.6568877929952,0.38658062280934213
101,564.814028729297,0.3280230681018165,466.31785277584305,0.22773144968446196,546.0142108201013,0.32683485153334696,663.9046212257126,0.3717046915772299
102,584.9859583267719,0.2870201845890894,526.0845417905224,0.256108154889489,561.3814715721525,0.319252302510586,601.4709991411987,0.3295448182751681
103,625.3298175217217,0.24601730107636233,630.2467737831895,0.24649961740496235,631.566902806489,0.23257661454702985,701.8856436730879,0.3182568898733189
104,685.8456063141463,0.16401153405090824,585.3722650013359,0.14309411500626049,706.0243632232696,0.1659591536703755,748.0179374564121,0.19692983206069983
105,726.1894655090961,0.12300865053818116,624.4422828611262,0.10721969131687001,767.258774694848,0.10990576290198555,853.5449458645481,0.13456458054634948
106,766.5333247040459,0.10250720878181764,644.8901639083626,0.0769504937756053,843.2531669225081,0.10350471090929689,806.9174826022295,0.10544989986068937
107,806.8771838989957,0.08200576702545412,756.7748031190669,0.06301542487976233,690.4738589284858,0.08597166912540236,937.2221646484526,0.10193685336994707
108,827.0491134964706,0.06150432526909058,697.8918071854713,0.05507080495287347,849.0147981099044,0.06231309584359234,888.6632148908894,0.07974652279941137
109,857.3070078926829,0.04100288351272706,721.4721282985616,0.03547362807457625,867.8927164238628,0.03464603153133417,943.082171312041,0.04777575975468441
110,867.3929726914204,0.04100288351272706,777.3493333801167,0.028369612235965593,866.5783289061997,0.04060310340578298,932.8125050384294,0.04904029896137897
111,877.4789374901578,0.06150432526909058,806.2555134644355,0.05654279188202813,901.0495522341323,0.0635454196527214,984.9286396855317,0.06919894753540784
112,887.5649022888953,0.08200576702545412,913.2654572839614,0.06732469597818651,869.6923768012977,0.08500099362412093,969.7897221796878,0.09527751824776982
113,907.73683188637,0.10250720878181764,845.029920328682,0.1121811632095196,927.6636226139234,0.10705320650923796,946.0518189187943,0.10011884578229939
114,927.908761483845,0.16401153405090824,835.8727438027531,0.13339889770101987,892.3690232732127,0.1598715835717286,993.3372490450763,0.2008444858292539
115,958.1666558800573,0.24601730107636233,887.7923512742406,0.1919358358537271,995.4303816984924,0.25371025234385913,1000.1864429641114,0.30039815765516475
116,907.73683188637,0.2870201845890894,818.3000480709906,0.2682412871468044,914.1700643014253,0.26268819582715563,962.2829206496764,0.2927538294004797
117,857.3070078926829,0.30752162634545294,779.0189622537284,0.27554412960234875,805.2082259334243,0.3214212219545223,901.8563310076163,0.32334819865898673
118,786.7052543015208,0.3280230681018165,670.7269713049212,0.28729913846098176,836.3797322463279,0.3367679176805707,855.4412572467664,0.33645401444176065
119,726.1894655090961,0.34852450985817995,669.0749386685965,0.31827988351266373,752.1335928216163,0.293355132932649,735.3056722622186,0.402169174481858
120,665.6736767166714,0.3280230681018165,605.8694056184771,0.27170151153381716,655.7902628056659,0.327968830659309,716.0405696661556,0.40891807183560047
121,515.2581865698191,0.3898139256102304,469.39385175799043,0.3660868737770999,528.2143483318854,0.36648928942975173,549.0464700499966,0.37054404481906555
122,498.0829136841585,0.41417729596086983,448.64190464541326,0.37188310882101777,516.998012626357,0.4225293040712652,561.8476978489257,0.41667469508389454
123,480.9076407984979,0.43854066631150923,458.9420715532567,0.36102439976804307,449.01173442634115,0.4020602835071689,516.0152236918095,0.49754119196064456
124,472.32000435566755,0.41417729596086983,422.9419908608522,0.43177317465389775,460.28968748313787,0.40011196487524053,491.9400308115304,0.5291445864686292
125,480.9076407984979,0.3898139256102304,417.8372923056227,0.42472626578015643,490.7022997449303,0.43238640125091393,532.0091269400983,0.4097866852412973
126,498.0829136841585,0.3410871849089516,474.9414393786322,0.2889752524454026,496.9283164530193,0.34403751917639563,579.4105999343572,0.37240813279534646
127,532.4334594554798,0.2923604442076728,447.9106576570245,0.25998326529800114,528.7752366332475,0.2415567621751187,565.3569348239394,0.30443171619210213
128,583.9592781124617,0.1949069628051152,524.495206263543,0.1710930081589137,528.9168925284821,0.1984239242145934,634.2903680790885,0.22137934843651336
129,618.309823883783,0.1461802221038364,571.2384229714611,0.1192099149979654,607.1098087953112,0.1458135429646845,665.1082811701608,0.15980021635828182
130,652.6603696551042,0.12181685175319701,593.9376872342216,0.11475154250380092,630.3814023923145,0.10004705890636496,723.7014746643777,0.13562459700725846
131,687.0109154264255,0.0974534814025576,648.2917299923117,0.08809698934586165,694.0154211099031,0.10250573162302629,804.1779305774033,0.12936880555265035
132,704.1861883120862,0.0730901110519182,584.1502637188028,0.05501747684217924,751.693563548936,0.07764711615686717,788.7688827701988,0.09791107339789086
133,729.9490976405771,0.0487267407012788,671.3299235914167,0.042922850139087344,760.1455457692514,0.04403908906463381,805.9456955673144,0.06235036373645196
134,738.5367340834074,0.0487267407012788,682.6218097916139,0.04362746000998153,728.5460441023962,0.05260579136469905,800.1790044830749,0.04943857637506997
135,747.1243705262377,0.0730901110519182,665.3946133518507,0.05229242051263454,782.3758347387651,0.06366493694765556,779.7823033859802,0.07923394370955203
136,755.712006969068,0.0974534814025576,722.8389209246292,0.09052313559740639,812.7037539105672,0.10473409362836614,839.2079352020316,0.1003924994625009
137,772.8872798547287,0.12181685175319701,760.557317216353,0.11284439809909166,792.1608273592776,0.12623359207668527,852.7012361188281,0.14990488684197842
138,790.0625527403894,0.1949069628051152,666.705411681018,0.18095627092505837,852.4465362307632,0.21978334607411043,865.8414657725824,0.20398311571593578
139,815.8254620688803,0.2923604442076728,679.6151111458466,0.22243437628123025,801.4896706783841,0.26223267861134997,821.709504417755,0.3491720756406553
140,772.8872798547287,0.3410871849089516,712.1992580685759,0.2630144767641708,862.9845203552223,0.3868286211655819,857.5718425717116,0.3959128859913857
141,729.9490976405771,0.365450555259591,697.9474876960029,0.31198936733153043,746.0121499606141,0.37208035002439166,857.7213685944621,0.4369779664662352
142,669.8356425407649,0.3898139256102304,575.479758339717,0.41080686258212595,662.8766523069545,0.33786724958767944,687.0222893388272,0.3744258636402233
143,618.309823883783,0.41417729596086983,632.0938789030494,0.33870252766862363,633.2670692414714,0.46620882539231867,645.9343676280282,0.3905805525865145
144,566.784005226801,0.3898139256102304,512.0259988386877,0.31600962065378163,580.2669062570476,0.41501070694146575,639.2043061828971,0.4606350261767315
145,516.130610289867,0.64,402.976227464642,0.6366569569416409,518.9631877470118,0.6046503687280985,595.0636984099075,0.6218126823303857
146,498.9262566135381,0.6799999999999999,468.06102935514195,0.6825396057099387,501.6075225170285,0.6560180306048491,578.2724674732887,0.7238105292232193
147,481.72190293720917,0.72,443.08631981425293,0.6506918947529245,460.32692180335533,0.7207404471300164,504.29655811549753,0.7564375849461213
148,473.1197260990447,0.6799999999999999,463.14569673208706,0.6824465615781957,498.9311293674107,0.6471542424736704,516.9593141516169,0.7621612026738266
149,481.72190293720917,0.64,425.06110388707805,0.49603020578142387,463.98236895907274,0.6462220138508011,508.22723025678,0.6012187195254167
150,498.9262566135381,0.5599999999999999,441.71042356523117,0.41151238976285515,486.2954196133998,0.562515466440129,552.988093739712,0.5833974307915379
151,533.3349639661959,0.4799999999999999,508.7319099336761,0.34401695790094644,531.9335639464036,0.516861657688363,592.1448781075337,0.5382839994095947
152,584.9480249951825,0.32,533.6976698764495,0.30794843762155416,535.3936172900468,0.31439600586946564,711.5430526732927,0.35037275379047983
153,619.3567323478404,0.23999999999999996,585.1973817089392,0.2302466232922865,607.9190478972145,0.1945787040745052,690.4811383488632,0.2640323991888238
154,653.7654397004982,0.19999999999999998,564.6491638122324,0.22559275424760672,678.3314107047779,0.16389984833039337,683.7907735238734,0.22907163545637513
155,688.1741470531559,0.16,592.4209371935965,0.1408644399631944,673.0242136888836,0.16900281426210373,772.558590417482,0.1877794947542518
156,705.3785007294849,0.11999999999999998,634.8131573309415,0.09882233450388787,710.8813099876567,0.11245189471759034,840.2399927524144,0.14293826033239354
157,731.1850312439782,0.08,638.2411702011548,0.07529530596650533,798.3868892400831,0.08343614996816674,844.4126738191108,0.09484387594269937
158,739.7872080821427,0.08,692.3382440775662,0.0691759393786827,797.8288492536793,0.06149427930533305,768.7791733867293,0.09941499036597798
159,748.3893849203071,0.11999999999999998,588.2081026102466,0.09358788501137241,792.5075932278135,0.10075039878013792,780.2928294633443,0.1316804123886804
160,756.9915617584716,0.16,700.8849372041351,0.16945447421057774,769.0012470266864,0.16819384846944085,831.3661799493545,0.17516845427039207
161,774.1959154348004,0.19999999999999998,663.1815884419575,0.16284065252931534,728.3681154090423,0.21520124774163996,841.8649102321046,0.2241191176795897
162,791.4002691111293,0.32,716.0274863286003,0.3142908583637226,806.2740407277407,0.3099545380304745,869.2118630322403,0.3737108346205767
163,817.2067996256227,0.4799999999999999,728.7426071538855,0.3793313723576831,895.7132938125861,0.5440398224345174,896.4784217519463,0.47162407548627244
164,774.1959154348004,0.5599999999999999,685.5840069621039,0.40746852463251376,745.3021298761506,0.6022805610512653,850.0585045435326,0.6926751449078193
165,731.1850312439782,0.6,683.2558156888228,0.5671793384830571,742.075207280579,0.6992506012273224,796.4415530779625,0.6448763801166117
166,670.969793376827,0.64,592.6547111450575,0.6188279937143986,645.1360746322957,0.5886585865623302,772.5279377233762,0.7049433152627371
167,619.3567323478404,0.6799999999999999,597.7129345401767,0.5336273586073694,680.4220168693977,0.6340381068419468,657.0803904392927,0.7045007023260803
168,567.7436713188537,0.64,464.6655880722858,0.5472698428800272,580.2614230088466,0.7152936812968667,611.4608163440814,0.7540531310632501
169,608.2367263267959,0.8901860743897695,606.5028052223622,0.7186921622033512,586.949358537482,0.8147901116091876,643.7513625963458,1.0
170,587.9621687825694,0.94582270403913,525.6181961138477,0.8324561378897642,601.8688030654871,0.9385983397569555,630.0292491519676,1.0
171,567.6876112383428,1.0,501.13636151948475,0.9130973797858823,644.4903235085769,1.0,675.1816549094941,1.0
172,557.5503324662296,0.94582270403913,514.3148893204504,0.7931375971895778,518.5329418378683,0.9120085809870693,589.5377176072714,0.9414671275375242
173,567.6876112383428,0.8901860743897695,514.9459042546515,0.7388986736881182,580.603238430735,0.8036877870744903,662.2002778745964,1.0
174,587.9621687825694,0.7789128150910483,510.5853212308488,0.6954889305407909,557.7439593485092,0.7224854314841256,634.3166502565872,0.957437835780229
175,628.5112838710224,0.667639555792327,572.9221975601439,0.5234622366598447,680.631759231251,0.644816553663209,723.2196245667312,0.7130100298442794
176,689.3349565037021,0.44509303719488474,669.7900104106706,0.399315679202761,634.8933992204564,0.4341294131849139,700.0302956913281,0.5188521509689162
177,729.8840715921551,0.3338197778961635,692.5120274361341,0.2491854735626339,712.7750863832049,0.34533289732836053,756.7014450037266,0.437507575728356
178,770.4331866806082,0.27818314824680296,681.3940521190939,0.2439554791290365,730.5866819181354,0.33683331210395845,800.0380821505067,0.34642963295950824
179,810.9823017690612,0.22254651859744237,777.683623963655,0.24047642415747572,724.2794206220475,0.2052316127864257,917.6300220787601,0.24227847440861108
180,831.2568593132877,0.16690988894808176,651.4116589502629,0.13513570600691904,823.1472511741478,0.16560208348559086,911.6579090064054,0.17782224603187813
181,861.6686956296276,0.11127325929872119,772.2352321959005,0.09785211167889309,859.1015539857895,0.10869266719507395,930.8789153981317,0.1335080540206904
182,871.8059744017409,0.11127325929872119,702.3079189829834,0.08307408675976852,840.7477557626491,0.08489144622632395,920.666715489074,0.1216545993422973
183,881.943253173854,0.16690988894808176,807.2487156429754,0.15545009013130606,901.1922866324078,0.1844430228572639,944.028148175605,0.21440509737961436
184,892.0805319459673,0.22254651859744237,817.3098502521678,0.24129369905152093,844.0983643910863,0.2262025874965377,942.3487891083042,0.27614379668878536
185,912.3550894901939,0.27818314824680296,770.0427779899827,0.20389479753628634,911.3380789046932,0.31924569176581824,982.8789917060569,0.34007976310089566
186,932.6296470344204,0.44509303719488474,823.6817716969007,0.32151678688594854,985.091811274345,0.4483473716878656,1078.362011376662,0.41311498185802226
187,963.0414833507601,0.667639555792327,829.769391078515,0.4812246017441513,922.7438161841725,0.6550407835303517,1119.3409470687284,0.8148629823476864
188,912.3550894901939,0.7789128150910483,799.885938126223,0.5656707512461102,899.5916317585578,0.8714096866850518,999.5905316240484,0.8968622933117283
189,861.6686956296276,0.8345494447404089,731.1296493906337,0.5885893616112876,831.8122292514222,0.8460636245146334,945.5526342069135,0.9791097230727294
190,790.7077442248346,0.8901860743897695,691.2385237631676,0.718688876067392,720.4294581088657,1.0,822.4748037417372,0.9093896256827593
191,729.8840715921551,0.94582270403913,637.3004359122291,0.7750120659422197,741.8566182592796,0.9393434937174386,831.7506197472545,1.0
192,669.0603989594755,0.8901860743897695,587.1647585251827,0.8514153188782042,681.2805852934634,0.8887671482865678,734.3959887760548,1.0
193,609.2585292398569,0.9519769318981837,593.8385763248286,0.6976561271276335,652.0998908988389,0.8871314436175354,670.3733064481111,1.0
194,588.9499115985284,1.0,512.4372152744237,0.9826348456004457,560.2714972800125,1.0,629.4831681279159,1.0
195,568.6412939571998,1.0,508.8478091655785,1.0,548.8533956781004,1.0,661.065562565461,1.0
196,558.4869851365355,1.0,520.1482775391587,0.7947601259795816,606.1688622273385,1.0,667.2318647240248,1.0
197,568.6412939571998,0.9519769318981837,533.4447746522013,0.7567281400806455,630.1917367743375,0.9724661681636237,614.9344027692839,1.0
198,588.9499115985284,0.8329798154109107,586.5353431172475,0.6664002214910051,560.1928491137086,1.0,589.5635087350835,0.9192382121013547
199,629.5671468811855,0.7139826989236377,593.2463781302038,0.5607737405776647,641.5230831885551,0.7834932885162951,712.6572857911888,0.8119784248447146
200,690.4929998051712,0.47598846594909183,605.0725210230019,0.45843065303990277,726.3402045425847,0.5367664243277209,763.3139808664922,0.385944876795742
201,731.1102350878283,0.3569913494618189,643.3441670713797,0.2912470888487153,731.6704842012234,0.41511900178638206,730.8458464701822,0.41391287788179915
202,771.7274703704854,0.2974927912181824,744.1529661131913,0.2514863278889054,804.0242592447486,0.31053233608427844,907.5764278991903,0.3173579867735517
203,812.3447056531426,0.23799423297454592,862.354032081442,0.2020955428091553,857.7360791969712,0.23549121274210733,871.084689321472,0.2995334311963956
